displacement_mm,force_kN
16.5227,267.0967562
17.8054,278.9454966
19.1897,287.0535515
20.6502,292.6406433
22.2123,296.8853284
23.749,299.0960206
25.2349,301.6543071
26.7208,302.5199551
27.5463,297.0797109
26.7589,271.8987842
25.6159,248.5312634
24.384,221.5465153
23.8506,209.9435037
23.2537,199.2664972
22.6187,186.267402
22.0218,178.2084475
21.3868,167.9553233
20.7899,158.4523678
20.2057,149.0135987
19.5961,140.3214358
19.0246,131.3674531
18.4023,122.3310048
17.8054,113.6268426
17.1958,104.5739919
16.5481,96.43658349
15.9004,87.41611952
15.24,79.13209038
14.5923,72.02445168
13.9573,64.4155486
13.2969,57.80874732
12.6492,50.97257068
12.0142,43.89439844
11.4046,37.01097334
10.7442,28.49475758
10.0838,20.60512073
9.398,13.89877818
8.8011,6.220096934
8.4582,1.765214929
7.6327,-6.728565377
7.0866,-12.85367616
6.4389,-19.66501841
5.7912,-27.02064437
5.08,-33.44027884
4.4069,-40.42653103
3.7084,-46.93858144
2.9972,-52.41628255
2.3241,-59.11969687
1.651,-64.43340086
0.9652,-69.55699202
0.3175,-75.15891181
-0.3556,-81.49379738
-1.0287,-87.92247629
-1.7272,-94.61849886
-2.3749,-100.869976
-3.0353,-108.4235655
-3.683,-114.8605835
-4.318,-122.9870866
-4.9022,-130.8532776
-5.4991,-138.24287
-6.1087,-146.8506771
-6.6802,-154.2567475
-7.3025,-164.5176771
-7.8994,-172.939383
-8.5471,-181.5072783
-8.7884,-183.9886764
-9.1186,-188.7232981
-9.7155,-197.5952067
-10.3124,-206.764533
-10.8839,-216.0498856
-11.4554,-225.7737573
-12.0523,-232.5882657
-12.6365,-241.3074293
-13.2334,-249.7278766
-13.7541,-255.1237749
-14.351,-263.5267746
-14.9733,-271.5726757
-15.6083,-278.6442141
-16.2306,-285.0381491
-16.8783,-289.6949662
-17.5133,-293.6531478
-18.161,-298.2849478
-18.8214,-301.7488965
-19.5072,-304.2651719
-20.2184,-307.3969636
-20.9804,-309.4519576
-21.7678,-311.2393545
-22.5425,-312.0685953
-23.3045,-314.2641837
-24.2443,-307.5764691
-24.9301,-312.3263146
-25.6794,-313.9401122
-26.416,-314.7355743
-27.178,-314.7529106
-27.9654,-313.037799
-28.1305,-306.2078088
-27.9273,-295.7812455
-27.5971,-285.7728894
-27.1907,-277.7576805
-26.7462,-266.5232955
-26.1747,-253.1815249
-25.5778,-244.7085171
-25.2857,-239.1781798
-25.4254,-234.7549276
-25.0952,-225.406794
-24.511,-214.5473422
-23.8887,-203.2989831
-23.2664,-191.9961155
-22.6441,-181.9788734
-22.0218,-171.9132736
-21.4249,-162.0111862
-20.8153,-153.1577525
-20.2311,-143.7883999
-19.6342,-135.6326456
-19.0627,-127.2080888
-18.4658,-118.1539928
-17.8562,-110.1422263
-17.2212,-100.914709
-16.5608,-93.06269665
-15.9004,-85.8878918
-15.24,-77.70391808
-14.5923,-70.42994732
-13.9573,-62.86969544
-13.3223,-57.82435805
-12.6746,-52.1988843
-12.0396,-45.09531062
-11.4173,-39.11482185
-10.7188,-31.75466433
-10.1219,-25.21464983
-9.4615,-17.87537021
-8.8138,-11.02177893
-8.2169,-5.202082419
-7.6327,-0.033449925
-7.0866,5.255102846
-6.5024,10.79388058
-5.842,16.3035441
-5.2324,22.40069078
-4.572,28.0869365
-4.1529,30.19614025
-3.5306,34.52069445
-2.8702,39.64755319
-2.1844,44.4908331
-1.4859,48.30960337
-0.8382,53.35881899
-0.1016,58.27046898
0.5969,61.62306119
1.3335,66.43383299
2.0574,70.89162896
2.7559,76.3783496
3.4671,81.48822467
4.191,85.28381012
4.8768,89.57872973
5.5753,95.06622869
6.2738,99.71210053
6.9723,104.4641742
7.6835,109.9356577
8.3947,115.6697038
9.0805,123.0361025
9.7536,128.0888939
10.4267,133.8507414
10.9728,138.2122223
11.6332,144.9252121
12.2682,151.4768866
12.9032,157.1755439
13.5763,163.1635156
14.2367,169.4983256
14.9098,175.9135997
15.5956,182.7175053
16.2687,189.1553594
16.6624,193.5744132
17.6022,201.7030156
18.2245,208.6347245
18.8722,214.0877731
19.5199,219.8529028
20.193,225.6313928
20.955,227.6628596
21.6408,233.5005636
22.352,238.0848242
23.0505,244.286267
23.7236,249.9461466
24.4348,255.4501547
25.1079,259.7655817
25.7683,264.9036673
26.4541,269.2846416
27.1526,272.8139463
27.5463,273.0729287
27.5463,270.1262998
27.0002,254.997586
26.4287,242.0146219
25.8572,232.4804939
25.2603,221.4238577
24.6888,210.3015363
24.0538,201.2577852
23.4188,191.5794204
22.7711,182.2241264
22.1488,172.8522076
21.5011,163.8568053
20.8788,156.662765
20.8661,156.8726781
20.5613,149.1533614
19.9517,141.0072359
19.6088,135.7764066
18.7452,124.2677443
18.1356,115.5632396
17.5006,104.2975486
16.8656,99.29979059
16.2052,91.72696118
15.5448,84.08024546
14.8844,76.53661388
14.224,70.093574
13.5636,64.48214102
12.9032,59.54489566
12.2301,52.6561718
11.5443,47.41513996
10.8966,40.79399282
10.2362,33.79113322
9.5504,28.03334546
8.8646,22.72021653
8.1788,14.08023618
7.6073,8.906392271
6.8961,4.056855572
6.2738,-1.552154417
5.6515,-6.623594593
5.0419,-11.97313165
4.3561,-16.06667647
3.6703,-22.21836863
2.9591,-27.60482306
2.2606,-33.5534606
1.5748,-38.02562555
0.9017,-43.06468396
0.1905,-47.52204007
-0.4953,-51.52986911
-1.1938,-56.64970658
-1.8923,-61.11605954
-2.6162,-65.65920302
-3.302,-71.80028879
-3.9624,-76.19078963
-4.6609,-81.49094209
-5.3213,-86.07231629
-5.969,-91.22253463
-6.604,-95.72684699
-7.2644,-102.1489391
-7.9248,-107.5592606
-8.5979,-113.3512399
-9.2837,-117.8926133
-9.9695,-124.6838257
-10.6045,-131.7069174
-11.2395,-137.4123216
-11.8618,-143.9558216
-12.4841,-150.9709168
-13.1318,-156.1202145
-13.7795,-162.1898823
-14.4272,-170.0197638
-15.113,-176.9094128
-15.7734,-183.2645033
-16.4338,-190.1518218
-17.0815,-197.2162797
-17.7165,-203.5717216
-18.3515,-209.7958733
-18.9484,-214.565448
-19.5834,-222.8526526
-20.193,-228.5978308
-20.5359,-232.8281149
-21.5265,-241.6341382
-22.225,-248.3507839
-22.9235,-254.6330333
-23.622,-260.7826227
-24.3205,-266.8318186
-25.0063,-271.1779957
-25.6921,-275.9865348
-26.3779,-281.4612428
-27.051,-285.1734154
-27.7495,-288.6938295
-28.1051,-288.7352447
-28.1178,-286.8090502
-27.7368,-274.4410864
-27.1907,-261.4475862
-26.6319,-248.9377026
-26.0477,-238.7576642
-25.4508,-227.9151885
-24.8412,-218.6692718
-24.2443,-207.3819705
-23.5839,-197.5959317
-22.9362,-188.1745122
-22.2885,-179.1453133
-21.6789,-169.5962284
-21.0693,-160.2429758
-20.4597,-151.7730545
-19.8501,-144.3090821
-19.2786,-135.5827447
-18.6817,-127.8239519
-18.0594,-119.9775168
-17.4117,-111.4727671
-16.764,-104.1343254
-16.1163,-95.98767508
-15.4305,-88.454633
-14.7955,-81.62864114
-14.1351,-74.7407712
-13.4874,-68.68320059
-12.827,-62.78767465
-12.1793,-58.94966894
-11.5316,-52.61597975
-10.8839,-46.42631394
-10.2235,-40.64115048
-9.5504,-33.66916854
-8.8773,-27.06001898
-8.2423,-21.90441827
-7.5946,-16.49175963
-6.9469,-10.3009864
-6.3119,-5.264661857
-5.7023,-1.589052701
-5.1308,3.127254332
-4.5212,7.635499577
-3.8481,12.03089
-3.1623,16.68287849
-2.4765,21.15998461
-1.7907,24.24117925
-1.1049,28.34324059
-0.4064,32.25000509
0.3048,35.22181836
1.016,39.95839475
1.7399,44.22617171
2.4638,48.77639518
2.8956,51.98012957
3.8862,57.51116954
4.6228,62.32845693
5.3213,66.41280077
6.0071,71.07181497
6.7056,76.46075732
7.4168,79.16641619
8.128,84.55657715
8.8519,89.73501488
9.5758,94.38268796
10.2616,99.59011895
10.9347,105.4820469
11.5824,111.2703525
12.2555,115.9162154
12.9159,121.3435308
13.5763,126.7706683
14.2494,134.0148719
14.9352,139.874511
15.621,146.5768935
16.2941,152.8257288
16.9672,159.0835837
17.6276,165.6785324
18.2499,171.8768397
18.8976,178.4667316
19.5199,184.966148
20.1676,190.8136632
20.828,196.4238153
21.4884,204.9364415
22.1742,211.2114148
22.86,217.8564023
23.5585,223.7693268
24.2189,232.086939
24.8793,237.5003382
25.5524,243.2956175
26.162,249.1258008
26.8478,254.0543646
27.5209,259.0606441
27.5971,257.5531906
27.4701,252.1370518
26.9113,238.6516358
26.3525,226.3532398
25.7683,216.421065
25.1841,205.5983451
24.5618,196.5101724
23.9522,186.9166836
23.3172,177.3200371
22.6568,168.3952522
22.0091,160.3912243
21.3868,153.0982316
20.7772,143.3462028
20.1549,135.8293719
19.5326,127.6827171
18.9103,119.9056541
18.3007,111.852846
17.6403,105.1769928
17.018,96.91827887
16.3703,89.58392886
15.6718,82.13640776
14.986,75.90562482
14.3256,68.64551248
13.6652,63.97054509
13.2588,61.18777103
12.2936,54.2804077
11.6332,48.40820889
10.9855,41.96021005
10.2997,36.46715483
9.6139,29.65106666
8.9154,23.73481581
8.2296,18.77166376
7.5438,13.01714225
6.8961,7.774850871
6.2484,2.253837026
5.5753,-2.311077596
4.9403,-5.795053362
4.2926,-10.46564752
3.6195,-14.30126892
2.8956,-19.21297985
2.1717,-23.204628
1.4732,-27.20649473
0.762,-30.45810467
0.0635,-36.68922918
-0.635,-39.85422184
-1.3208,-43.86295684
-2.032,-47.30521555
-2.7432,-52.68726428
-3.4544,-56.96943291
-4.1402,-62.92039694
-4.8133,-66.20512031
-5.4737,-72.81208614
-6.1214,-76.37643272
-6.7691,-81.99085888
-7.4422,-86.18474464
-8.1026,-91.78800312
-8.8138,-96.98635676
-9.4869,-102.0372624
-10.1727,-107.5166313
-10.8204,-115.166149
-11.4554,-120.5971158
-12.0904,-125.3868642
-12.7254,-132.3724191
-13.3477,-138.3630681
-13.9954,-144.6192063
-14.6558,-150.8687755
-15.3289,-158.4922752
-16.0147,-165.2149873
-16.6878,-171.6536241
-17.3609,-178.6943502
-17.9832,-184.9834087
-18.6055,-191.7270373
-19.2151,-198.1539061
-19.8374,-204.3640704
-20.4597,-210.3614041
-21.1201,-216.8785616
-21.7551,-223.4036667
-22.4663,-230.5676641
-23.1775,-238.2388322
-23.8633,-243.8461424
-24.5364,-250.4016462
-25.1968,-257.0860919
-25.8699,-262.860041
-26.5303,-267.3271856
-27.1907,-273.5009294
-27.5971,-276.5442825
-28.0924,-277.1454155
-28.0924,-274.1637848
-27.5844,-259.16802
-27.0383,-245.0973042
-26.4414,-236.5096798
-25.8572,-225.0786219
-25.5143,-220.9023082
-25.5143,-220.3791977
-25.5016,-221.4780682
-25.3619,-217.2032958
-24.7523,-207.2099812
-24.13,-196.6249579
-23.495,-187.6083232
-22.8473,-177.9156285
-22.1361,-167.9784992
-21.5646,-160.3261885
-20.9423,-151.6998576
-20.3581,-143.1929553
-19.7358,-135.9023198
-19.1516,-127.7492072
-18.5674,-119.5144564
-17.9197,-112.4995703
-17.2847,-104.3934768
-16.6243,-96.58807424
-15.9258,-89.51507711
-15.2654,-83.08379642
-14.6177,-75.88511295
-13.9573,-70.47677505
-13.2842,-64.95601769
-12.6365,-59.46705107
-12.0015,-53.18863095
-11.3792,-48.20960133
-10.7061,-41.70640234
-10.033,-34.88635589
-9.3599,-29.50038136
-8.6868,-24.73244432
-8.0391,-18.03927259
-7.3533,-14.66358451
-6.7183,-9.794986316
-6.0833,-4.169368916
-5.4737,-1.516279637
-4.8768,2.815936093
-4.2164,6.462319348
-3.5306,9.91445684
-2.8321,14.28814435
-2.1336,16.71339145
-1.4351,19.3189869
-0.7366,23.1347938
0.127,24.82245371
0.2032,27.47851761
0.254,26.153405
0.2286,25.69940509
0.4445,28.65203096
0.889,32.22950256
0.2159,34.71205837
0.2413,36.37164344
0.6096,37.84828993
0.7112,38.72645459
1.8034,42.71185133
2.0447,46.85604473
3.0607,54.03011129
5.4991,67.71751047
7.3914,81.7675588
9.6647,96.56487163
11.6586,113.1393788
13.7033,131.6691626
15.1511,147.5648567
17.399,167.6493709
19.4818,187.0887218
21.4376,207.2275844
23.2918,226.53134
25.4762,244.8529763
27.2923,260.9994516
29.6926,270.2059323
31.4833,268.5298341
33.2994,264.2840638
34.3281,254.9972524
35.1663,254.3906401
36.7792,248.19968
37.719,240.8897468
39.3827,233.3799296
40.4114,225.522309
40.5257,219.1300462
40.6781,215.4734095
40.3352,214.3217383
39.497,185.1899995
37.5285,158.0535205
35.56,133.8512528
33.7058,110.8434458
31.3944,89.20630053
31.0134,79.57293103
29.718,71.84956709
28.829,63.19384259
27.0256,44.86729174
24.638,31.76867485
22.7711,17.94437495
20.3327,9.455902689
18.0848,0.688945236
15.8877,-6.526229478
14.478,-12.01385785
11.6713,-18.00352714
9.8171,-23.99947897
7.3025,-30.23676772
4.953,-36.52753409
3.3909,-43.33176657
0.9017,-52.16027555
-1.3589,-59.2533309
-3.4925,-67.89782991
-5.4737,-76.34584727
-8.3439,-87.57075909
-9.9568,-97.86685946
-12.319,-107.8764341
-14.4272,-119.4013787
-16.6624,-130.1317997
-18.4404,-141.6335106
-20.9931,-151.0755575
-23.0251,-158.8630678
-25.3238,-166.4235153
-27.5844,-172.5782371
-29.6291,-176.4504575
-32.0802,-179.5504361
-34.5059,-178.127454
-36.9189,-169.9123434
-39.3573,-161.6291459
-41.8211,-152.0904415
-43.561,-143.3694766
-43.3324,-137.7761182
-42.0497,-109.8897239
-39.7002,-85.48591786
-37.8968,-66.89022655
-36.2585,-59.02546769
-34.8361,-43.38856559
-32.5628,-29.87152434
-30.6832,-18.76748756
-28.5623,-8.574075071
-26.3779,-0.680509751
-24.5491,3.889886682
-22.8981,9.341587707
-20.3962,13.33345245
-18.0721,16.85387552
-15.5702,17.55095933
-13.0302,18.62406191
-11.0236,17.60137886
-8.5471,19.47238473
-6.0833,19.9633705
-4.1529,20.71905768
-1.7272,22.25409718
0.5842,25.05279285
2.9337,27.73594781
5.08,31.54629451
7.2263,35.17165635
9.8933,39.82223542
11.7221,44.25744476
14.1859,50.31825893
16.2814,56.58460853
18.415,63.26327696
20.8026,70.01135752
22.9108,76.16708445
25.1714,82.8883288
27.3558,88.5198467
29.0449,93.19573027
30.9118,98.5550923
33.0327,104.4596511
35.2425,108.0419523
37.2491,112.3633034
39.8526,113.8190991
40.4368,110.9955503
40.6273,110.3886578
39.5732,88.92299478
37.7063,66.72187533
35.4076,50.36596726
33.4518,38.37003683
31.4198,30.06307594
29.718,26.85000358
29.1338,20.94871857
26.7081,14.14718929
26.7208,14.85318366
24.2189,7.978700699
22.7838,2.512831941
20.1422,-2.001455144
18.3134,-5.382572643
16.3322,-8.454523158
13.8684,-10.25030002
11.5697,-11.10141365
9.0805,-11.65633089
7.0485,-12.09252256
4.5466,-12.65128867
2.2479,-12.10586151
0.2286,-11.61985472
-2.3368,-11.77444359
-4.6101,-12.91749512
-7.0358,-14.06452138
-9.5631,-15.83188672
-11.9634,-18.11006033
-13.8684,-20.8278582
-15.3162,-22.77710406
-17.5768,-26.90495512
-19.9263,-33.04006388
-22.0091,-37.50700213
-24.3332,-43.3292982
-26.7716,-49.51833602
-28.7909,-55.63496943
-30.8102,-63.70451343
-32.0802,-67.2573232
-35.3568,-76.0452185
-37.5031,-80.7153648
-40.3733,-84.81776993
-42.3291,-87.581144
-43.2562,-85.95017904
-42.3418,-66.2966543
-40.2209,-46.73062523
-38.3159,-32.00981385
-36.2077,-19.32683051
-34.1376,-8.797354693
-31.7881,-0.189233386
-30.6197,7.829257139
-27.5463,11.31543802
-26.1493,13.98918651
-24.0538,16.07645386
-21.5519,16.62376187
-19.431,17.47612258
-16.891,16.73709885
-14.6431,16.69884501
-12.4714,16.21315622
-9.9568,14.92796215
-7.5692,13.7778084
-5.1054,12.69549994
-3.1242,12.76708556
-0.4953,12.42913116
1.5113,12.78257309
3.8862,14.43566437
6.4135,14.33350173
8.9408,15.52021526
10.9855,17.4517694
13.3858,20.7700705
15.4686,23.59351829
17.7673,27.5534233
20.1676,32.07861534
22.4663,36.18628231
24.638,41.04113506
27.1018,46.55107521
29.0449,52.74172836
31.6484,61.34164563
33.7693,64.83768306
35.8013,69.80736404
37.465,73.89612869
39.7383,78.84751709
40.6781,76.78243166
40.7162,73.98361101
38.6588,50.21259077
36.8935,36.08241228
34.671,25.533496
32.512,15.71095564
30.3276,8.750375306
28.1051,2.744372438
25.4635,-1.996394334
23.8633,-5.533531467
21.0566,-7.884802411
19.1262,-9.9697913
16.8529,-11.02695138
14.5796,-11.98218632
12.4333,-11.83637414
9.9695,-12.57819668
7.7216,-11.88471357
6.0071,-11.63674899
2.9083,-10.21992537
0.4826,-9.705258893
-2.032,-8.315367999
-3.683,-7.640934867
-4.9911,-7.249193285
-5.5372,-7.422495015
-7.7597,-7.296829568
-10.2997,-7.824782954
-12.4206,-8.038425287
-14.8844,-9.45120435
-16.8402,-10.85073787
-18.288,-10.5656927
-18.4404,-9.27217424
-18.7071,-9.32086636
-20.1295,-13.24221243
-22.479,-16.08949482
-24.4348,-20.09131218
-26.9367,-24.57727149
-28.829,-29.6232769
-31.3563,-35.23720671
-33.7439,-40.79788839
-35.8648,-47.25185444
-38.0111,-52.20173515
-40.2463,-58.52876199
-42.3545,-63.87955369
-42.8879,-62.63702448
-42.5704,-48.45886592
-40.1828,-27.82309524
-38.354,-15.21825536
-36.2204,-3.415318907
-34.29,4.943603504
-32.004,10.81556882
-29.9212,14.75465508
-27.6606,17.30614625
-25.4635,18.6472534
-23.114,19.029802
-20.701,18.35285514
-18.415,18.19809815
-15.9131,16.84644909
-13.7922,16.52584927
-11.1506,14.97081648
-8.7757,13.66093299
-6.3246,12.10175691
-4.1529,10.80241889
-1.7907,10.59315423
-0.8763,9.936447059
0.4191,11.212711
2.6416,10.52555802
4.7371,9.071982926
7.1755,9.84790356
9.7155,11.04188297
11.7475,11.86046758
14.1097,13.14894969
16.9545,15.36566953
18.9357,17.81840262
21.0947,20.57734432
23.2791,24.65372134
25.7048,28.04765174
27.9019,32.9277525
29.2227,38.7465604
31.369,41.17238034
34.6456,48.24761411
36.9443,52.83549945
39.243,58.52376745
41.6052,61.80576894
44.0055,65.98137992
46.2407,67.47654047
48.3235,69.29414033
50.8254,69.96076721
53.2003,68.42384908
54.6862,65.73017623
54.4957,62.85524107
53.0098,40.61871952
51.0667,25.50817149
48.5521,14.03983198
47.1297,9.959109295
45.9486,1.801004184
43.7388,-5.795507452
41.6052,-10.50558207
38.9382,-13.88662005
36.9443,-16.85586044
34.9631,-19.18589635
32.4358,-18.68714659
30.5181,-22.5806691
27.94,-24.21969605
25.8064,-24.98172225
23.2791,-25.15320228
21.2471,-25.59005619
18.7198,-24.36480685
16.5735,-23.73322983
13.9954,-21.91979551
11.5697,-20.92486396
9.0678,-18.69890933
7.2517,-17.30363608
4.5974,-14.89949103
-2.3368,-9.454020062
-3.9751,-11.10739153
-6.731,-10.33080422
-8.8392,-9.995721115
-11.1252,-9.723652863
-13.5001,-10.07832275
-15.8496,-11.47309967
-18.1864,-12.28364943
-20.7137,-13.43584546
-21.844,-13.86798591
-24.9809,-16.93401369
-27.5463,-18.96700819
-29.6291,-23.29726898
-31.8643,-26.91586884
-34.3281,-31.40882095
-36.4109,-35.17475092
-38.6969,-40.10697371
-40.8559,-44.08551864
-43.2181,-47.92995587
-45.6819,-51.08031137
-47.752,-53.8296002
-50.038,-55.35236194
-52.3494,-57.25028809
-54.9275,-58.20393438
-57.277,-58.18712283
-57.4167,-54.23622623
-57.4421,-48.33899245
-55.2704,-23.93848818
-53.1749,-9.047519897
-50.9651,4.864459796
-48.8569,12.16560922
-46.7995,18.78966502
-44.5262,24.30748925
-42.3164,26.16499341
-40.3098,28.18774532
-38.2143,29.32422122
-35.6616,28.57066395
-33.6931,28.73764578
-31.1785,27.44756257
-28.6004,27.6194878
-26.2636,25.13224121
-24.1173,25.12626377
-21.9329,22.57562786
-19.304,23.11314604
-16.9291,20.17115992
-14.478,19.57694813
-12.3952,17.48017514
-9.7028,17.01328282
-7.3025,15.11850639
-5.0038,12.16556074
-2.667,11.78902739
-0.2921,9.35293239
2.3495,9.376576634
4.2799,7.26825527
6.4897,6.031019477
9.3218,6.137627831
11.4554,4.117129649
13.9192,5.050987057
16.1417,6.68322356
18.6055,5.33402907
20.9677,5.953210465
23.1902,5.639559867
25.3873,7.303690282
27.8892,8.116712851
30.2895,9.855813884
32.4358,11.59389333
34.798,12.99730151
37.1094,15.71121448
39.9161,17.32487422
41.5163,20.21656578
43.2181,20.5306767
46.101,24.29959049
48.5775,26.57698179
51.0921,28.66888832
52.9209,30.31325182
54.737,29.54914597
55.0164,27.08676002
53.4924,8.789640504
51.2699,-3.810331492
49.1363,-9.841328821
47.1043,-13.83228716
44.7675,-16.93108546
42.4688,-21.54405736
40.4114,-26.08414586
38.227,-28.24979906
35.6616,-31.28432609
33.3883,-32.26682954
31.2039,-31.95791998
28.6512,-32.36677331
26.3525,-31.7308711
24.2062,-30.44881029
21.8186,-29.5948974
19.5199,-28.11943572
17.145,-25.96095323
14.5542,-24.51864766
12.2428,-21.28101976
9.9187,-20.81908462
7.4041,-18.67671764
5.08,-16.26434783
2.921,-14.77741294
0.4953,-12.31337385
-2.0701,-10.7998518
-4.3434,-9.254574593
-6.6929,-7.294042765
-9.2964,-6.764086226
-11.5443,-4.70406827
-13.8049,-4.094593143
-16.256,-3.279717968
-18.0721,-2.719203279
-21.2217,-3.590740716
-23.368,-3.233130139
-25.5905,-3.385483521
-27.9273,-4.406897038
-30.1498,-5.639494934
-32.5628,-4.521398771
-34.671,-5.58122201
-37.211,-7.999284174
-39.4081,-11.55930156
-41.9354,-13.98496806
-43.8023,-16.78516298
-46.4312,-20.5970801
-48.8061,-23.45503203
-50.8889,-26.71967538
-53.213,-29.94464613
-54.9402,-31.71244555
-57.3786,-34.19217897
-58.2549,-28.08131264
-55.0418,-5.133044321
-53.3781,8.382529252
-51.1429,16.92668421
-48.7934,23.21298797
-47.3837,26.96871714
-44.577,29.47322714
-41.8846,29.859223
-39.7637,30.64982839
-37.5031,30.33463273
-35.2425,29.27920451
-32.8549,28.30492271
-30.5689,27.14050494
-28.3337,26.91493264
-25.5397,25.28429901
-23.5204,23.77508436
-20.955,23.09867521
-18.7452,21.7721812
-16.5227,20.26644983
-13.97,17.35357661
-11.4173,16.50516662
-9.0678,14.45381951
-6.5405,12.12819062
-4.3307,10.50808468
-0.7366,8.654199008
0.6604,7.0050878
2.6162,5.89765185
5.2832,4.324999928
7.3787,2.780435258
9.6012,1.17616935
12.3698,0.019614775
14.4272,-1.240336145
16.9418,-2.086200878
19.431,-2.697635261
21.5138,-2.318433228
24.0538,-3.084642257
26.416,-3.676354513
28.7401,-1.071674981
31.2039,-2.229505332
33.3883,-1.021850751
35.5727,-1.248719238
37.9984,0.840090365
40.3987,1.290423223
42.6593,2.16857476
45.0215,3.696779434
47.1043,5.853718556
49.7459,7.245705556
51.8668,7.864420408
54.4703,13.33727241
54.5211,7.535408145
54.0131,-1.25428137
51.2699,-10.41976978
49.6824,-17.32063487
47.498,-23.67979579
45.5549,-29.82687322
43.2816,-33.15604445
40.7543,-35.66753614
38.5191,-37.89900122
36.1823,-38.27051646
33.909,-37.74887452
31.3309,-37.58816189
29.3878,-36.66315349
27.0256,-35.00419863
24.4856,-34.43758135
22.098,-32.15480858
19.9009,-30.19653697
18.1356,-30.8376432
16.256,-27.53731801
13.1064,-24.51448569
10.2108,-23.29082678
8.0518,-20.41440615
5.5118,-18.99793789
3.1369,-15.82128522
0.7239,-13.91726688
-1.5113,-12.85315714
-3.8989,-10.59537843
-6.2992,-7.406810906
-8.5217,-6.344215541
-11.303,-5.370391385
-13.6652,-4.802244164
-16.1163,-2.978746037
-18.2626,-2.067109673
-20.701,-0.948483635
-22.9997,0.13244941
-25.1968,0.156591623
-27.6352,1.122226734
-30.099,0.521559081
-32.2072,0.339669647
-34.5694,0.449454076
-36.9697,-1.322403328
-39.0144,-1.187291791
-41.6052,-3.745596528
-43.5737,-5.442475131
-46.3296,-7.665673196
-48.5394,-10.6919421
-50.927,-13.02497207
-53.1368,-16.33434704
-55.499,-18.45991714
-57.0611,-18.66499359
-56.9595,-16.57542155
-55.9943,-1.841150343
-53.594,12.64989972
-52.0319,21.97558317
-49.8856,26.62963396
-47.4853,30.37369824
-45.3009,31.29844779
-42.8752,31.39064357
-40.6273,30.4303496
-38.227,30.89521209
-35.8648,29.85384375
-33.7058,29.46576291
-31.2166,28.64508219
-28.7147,27.2125073
-26.4922,26.30586486
-24.3713,24.08766801
-21.8948,22.63002879
-19.6342,22.24160326
-17.1323,19.36806017
-14.7447,18.30627069
-12.446,14.69112966
-9.9822,13.24317976
-7.5311,11.99117204
-4.9911,9.188106261
-2.8321,7.697668956
-1.3081,6.257914027
-0.7493,2.71619072
1.4986,0.815600073
4.0513,-0.964246998
5.4737,-1.97389879
7.9502,-2.973061242
10.3759,-4.692482532
11.7475,-5.302497629
14.9479,-7.033113277
16.9164,-8.144109896
18.5293,-8.404732951
20.8026,-8.569074747
22.9489,-9.098384175
25.4127,-9.54809714
28.0797,-9.902494399
30.0228,-9.580808058
32.4739,-9.948377922
34.7218,-8.712832179
37.1729,-8.112550436
39.4716,-8.229233711
41.8338,-7.578298501
44.069,-5.612997618
46.3677,-4.830325234
49.0855,-6.795896525
51.1937,-5.940358524
53.467,-4.874701499
55.8165,-4.594749164
58.1787,-5.751779187
60.4647,-4.985056427
62.9158,-6.023886132
65.3923,-8.70229961
67.0306,-11.45764372
67.0306,-12.7215227
66.7766,-21.75974955
64.6303,-33.72164415
62.3062,-41.82567273
60.452,-49.18424427
58.2422,-54.52015019
56.134,-57.12121274
53.6321,-59.36840552
51.1683,-61.05270935
48.9331,-61.95118885
46.6344,-60.99072009
44.3611,-60.82143935
42.1132,-60.72727243
39.5986,-58.83093848
37.0459,-57.66607152
34.8869,-55.91552218
32.3596,-55.44727604
30.0609,-52.60383807
27.6352,-51.17947727
24.892,-49.41140923
22.9743,-47.56555441
20.6375,-44.61339731
18.3388,-42.9653148
16.0147,-41.30923125
13.5509,-39.00858709
11.0617,-36.90030753
8.7503,-35.78663752
6.3373,-33.15395635
3.9624,-30.7181709
1.3716,-28.63892284
-0.7112,-27.28383542
-3.1242,-25.76342374
-5.3975,-23.37882679
-8.1153,-21.14138516
-10.2235,-20.42812046
-12.7381,-17.64399124
-14.2113,-16.60462473
-17.5768,-14.60720933
-20.0406,-13.886874
-22.2885,-11.79342552
-24.8285,-9.850321666
-27.0002,-8.142436301
-29.3751,-7.689225822
-31.7373,-6.383452275
-32.8422,-4.852128658
-32.8295,-4.05584172
-34.0233,-5.94514181
-36.4744,-5.824361053
-38.5191,-4.334838999
-40.9829,-4.570509845
-43.2181,-4.42037025
-45.8851,-4.946356061
-48.0314,-5.129020668
-50.4825,-5.177429482
-52.6669,-6.208717561
-55.1307,-7.457402998
-57.6707,-7.642194399
-59.9821,-8.168588491
-62.0649,-8.482141244
-64.3382,-6.992194053
-66.5988,-6.647941097
-69.1515,-6.56692099
-71.6026,-6.047147002
-72.8091,12.0387047
-73.1012,14.01799119
-70.104,29.61964863
-68.7832,36.12927381
-66.4718,39.88908846
-64.2366,41.30140988
-61.8236,42.30289526
-59.6646,45.3045566
-57.0865,43.89376734
-54.737,43.14852512
-52.4129,42.44249828
-49.9872,42.46532419
-47.6758,41.64593991
-45.4406,39.48334259
-42.8879,38.56050191
-40.5003,37.92192675
-38.3159,35.69240612
-36.0934,34.05470897
-33.6423,32.5907552
-31.1785,31.16914429
-28.7274,29.02309611
-26.6827,27.22679134
-24.0665,26.07753243
